symbol,symbol_1,symbol_2,ranking_stat,avg_adf,avg_freq,industry_1,industry_2,sector_1,sector_2
PDCO-VAR,PDCO,VAR,65.30917484213158,0.27267945774936386,7.2400000000000002,Health Care Supplies,Health Care Equipment & Services,Health Care,Health Care
HRL-SHW,HRL,SHW,65.3057765496241,0.17950405052709184,7.4800000000000004,Packaged Foods & Meats,Specialty Chemicals,Consumer Staples,Materials
CF-SIAL,CF,SIAL,65.3031322970755,0.26097265186617324,6.6799999999999997,Fertilizers & Agricultural Chemicals,Diversified Chemicals,Materials,Materials
AIZ-CF,AIZ,CF,65.28538246455084,0.18902756875288176,6.6799999999999997,Multi-line Insurance,Fertilizers & Agricultural Chemicals,Financials,Materials
GWW-ROP,GWW,ROP,65.28377624933728,0.29614810475100389,7.04,Industrial Materials,Industrial Conglomerates,Industrials,Industrials
BF.B-TAP,BF.B,TAP,65.247105328568,0.17309670226831553,7.5199999999999996,Distillers & Vintners,Brewers,Consumer Staples,Consumer Staples
LSI-ZTS,LSI,ZTS,65.24486610115233,0.24223214612394975,6.2800000000000002,Semiconductors,Pharmaceuticals,Information Technology,Health Care
HRL-SRCL,HRL,SRCL,65.22424247677333,0.24168692686004306,7.6399999999999997,Packaged Foods & Meats,Industrial Conglomerates,Consumer Staples,Industrials
HAR-MCK,HAR,MCK,65.22201503487226,0.23436089456605594,6.1200000000000001,Consumer Electronics,Health Care Distributors & Services,Consumer Discretionary,Health Care
COL-SHW,COL,SHW,65.22169830991425,0.22313320858204805,7.8799999999999999,Industrial Conglomerates,Specialty Chemicals,Industrials,Materials
BXP-SRCL,BXP,SRCL,65.20540603054702,0.29321820186653341,6.9199999999999999,REITs,Industrial Conglomerates,Financials,Industrials
CF-PLL,CF,PLL,65.19470798528229,0.27274744382689647,6.7599999999999998,Fertilizers & Agricultural Chemicals,Industrial Conglomerates,Materials,Industrials
CTAS-MDLZ,CTAS,MDLZ,65.18975646111582,0.21877377972484807,7.0,Diversified Commercial Services,Packaged Foods & Meats,Industrials,Consumer Staples
AIZ-AVY,AIZ,AVY,65.18726506666125,0.17986810805199879,6.4400000000000004,Multi-line Insurance,Paper Packaging,Financials,Materials
GPC-MTB,GPC,MTB,65.14899428708195,0.15008434617864463,6.3600000000000003,Specialty Stores,Banks,Consumer Discretionary,Financials
GWW-MMC,GWW,MMC,65.1406256739067,0.23656194799013441,6.6399999999999997,Industrial Materials,Insurance Brokers,Industrials,Financials
SNA-TMK,SNA,TMK,65.13367076451186,0.24882587181946786,7.3600000000000003,Household Appliances,Life & Health Insurance,Consumer Discretionary,Financials
ARG-BDX,ARG,BDX,65.09295337921175,0.21774902628113463,6.5999999999999996,Industrial Gases,Health Care Equipment & Services,Materials,Health Care
GWW-SNA,GWW,SNA,65.07799859004676,0.26375300612789992,7.1200000000000001,Industrial Materials,Household Appliances,Industrials,Consumer Discretionary
HRS-REGN,HRS,REGN,65.05414237583719,0.13580047986917507,6.3600000000000003,Telecommunications Equipment,Biotechnology,Information Technology,Health Care
HRS-VMC,HRS,VMC,65.03696598178401,0.1535934140555974,6.5999999999999996,Telecommunications Equipment,Construction Materials,Information Technology,Materials
CNP-CTAS,CNP,CTAS,65.02280969190807,0.24079020192633119,6.1600000000000001,Multi-Utilities & Unregulated Power,Diversified Commercial Services,Utilities,Industrials
GPC-PLL,GPC,PLL,65.01703126074918,0.22238410766530112,7.2000000000000002,Specialty Stores,Industrial Conglomerates,Consumer Discretionary,Industrials
ROP-TSCO,ROP,TSCO,65.00087384845199,0.19618908023905629,6.7599999999999998,Industrial Conglomerates,Specialty Retail,Industrials,Consumer Discretionary
DOV-SHW,DOV,SHW,64.99987541513828,0.2726369748766177,7.0,Industrial Machinery,Specialty Chemicals,Industrials,Materials
PLL-SHW,PLL,SHW,64.99597818848142,0.26758553536853236,7.7999999999999998,Industrial Conglomerates,Specialty Chemicals,Industrials,Materials
BF.B-CMA,BF.B,CMA,64.99277101377103,0.23620456655696054,6.4400000000000004,Distillers & Vintners,Banks,Consumer Staples,Financials
INTU-VMC,INTU,VMC,64.94804198170073,0.14561151736648972,7.0,Internet Software & Services,Construction Materials,Information Technology,Materials
AZO-PVH,AZO,PVH,64.92081268680022,0.18319528843410951,6.2400000000000002,Specialty Stores,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,Consumer Discretionary
DOV-SIAL,DOV,SIAL,64.8978174178056,0.20803418142564237,5.96,Industrial Machinery,Diversified Chemicals,Industrials,Materials
JEC-NTRS,JEC,NTRS,64.88725491993257,0.215555354979689,6.3200000000000003,Industrial Conglomerates,Diversified Financial Services,Industrials,Financials
AIZ-NLSN,AIZ,NLSN,64.88697380427413,0.19098988848947127,6.0,Multi-line Insurance,Research & Consulting Services,Financials,Industrials
BRCM-PNR,BRCM,PNR,64.87336285156158,0.14530345063314062,5.7999999999999998,Semiconductors,Industrial Conglomerates,Information Technology,Industrials
ALL-GWW,ALL,GWW,64.87008163630546,0.31198578309583824,6.2400000000000002,Property & Casualty Insurance,Industrial Materials,Financials,Industrials
AIZ-HRL,AIZ,HRL,64.86891741489266,0.17262572238003801,7.3200000000000003,Multi-line Insurance,Packaged Foods & Meats,Financials,Consumer Staples
CTAS-VMC,CTAS,VMC,64.8688113281441,0.19065685528069057,7.2000000000000002,Diversified Commercial Services,Construction Materials,Industrials,Materials
FIS-HOG,FIS,HOG,64.83582864195284,0.24581331282600977,6.4800000000000004,Internet Software & Services,Motorcycle Manufacturers,Information Technology,Consumer Discretionary
BF.B-SNA,BF.B,SNA,64.83102736786118,0.21867241630543535,6.8399999999999999,Distillers & Vintners,Household Appliances,Consumer Staples,Consumer Discretionary
EFX-FIS,EFX,FIS,64.80663072457736,0.24920490581147342,6.7199999999999998,Diversified Financial Services,Internet Software & Services,Financials,Information Technology
ARG-PX,ARG,PX,64.78402883210225,0.21642922105753709,6.8399999999999999,Industrial Gases,Industrial Gases,Materials,Materials
CMG-SHW,CMG,SHW,64.78280745769595,0.17868820164574881,5.96,Restaurants,Specialty Chemicals,Consumer Discretionary,Materials
ROP-SRCL,ROP,SRCL,64.77869113517905,0.22101998115085908,7.04,Industrial Conglomerates,Industrial Conglomerates,Industrials,Industrials
BRK.B-GWW,BRK.B,GWW,64.77118571009724,0.22643288958348959,7.0,Multi-Sector Holdings,Industrial Materials,Financials,Industrials
LSI-TRV,LSI,TRV,64.754665217989,0.28752793443318336,7.8799999999999999,Semiconductors,Property & Casualty Insurance,Information Technology,Financials
SIAL-UPS,SIAL,UPS,64.72981458254532,0.16597557012471589,6.7199999999999998,Diversified Chemicals,Air Freight & Logistics,Materials,Industrials
DHR-SIAL,DHR,SIAL,64.72888325930286,0.32713060447004255,7.1200000000000001,Industrial Machinery,Diversified Chemicals,Industrials,Materials
CINF-PNW,CINF,PNW,64.71351495452464,0.17957851843549771,6.6399999999999997,Property & Casualty Insurance,Multi-Utilities & Unregulated Power,Financials,Utilities
COH-SNA,COH,SNA,64.70936722797605,0.24825244800334972,6.3600000000000003,"Apparel, Accessories & Luxury Goods",Household Appliances,Consumer Discretionary,Consumer Discretionary
BDX-ZMH,BDX,ZMH,64.69984518012362,0.14338800181509936,6.3600000000000003,Health Care Equipment & Services,Health Care Equipment & Services,Health Care,Health Care
PLL-VMC,PLL,VMC,64.6972987848379,0.16553519805774436,6.7199999999999998,Industrial Conglomerates,Construction Materials,Industrials,Materials
AIZ-TGT,AIZ,TGT,64.69430700066347,0.1946698963913252,6.0800000000000001,Multi-line Insurance,General Merchandise Stores,Financials,Consumer Discretionary
AZO-CAT,AZO,CAT,64.69157774965772,0.13334154978405821,6.7999999999999998,Specialty Stores,Construction & Farm Machinery & Heavy Trucks,Consumer Discretionary,Industrials
GWW-MON,GWW,MON,64.62991503350491,0.26181346787017867,7.4400000000000004,Industrial Materials,Fertilizers & Agricultural Chemicals,Industrials,Materials
GWW-NKE,GWW,NKE,64.6283706022832,0.16233112029707639,6.4400000000000004,Industrial Materials,"Apparel, Accessories & Luxury Goods",Industrials,Consumer Discretionary
BF.B-DHR,BF.B,DHR,64.62397373416275,0.27752188606854394,6.7999999999999998,Distillers & Vintners,Industrial Machinery,Consumer Staples,Industrials
NKE-SIAL,NKE,SIAL,64.61773984736462,0.1787557545696751,6.8799999999999999,"Apparel, Accessories & Luxury Goods",Diversified Chemicals,Consumer Discretionary,Materials
GAS-TEG,GAS,TEG,64.60571134653517,0.26666149677556694,7.3600000000000003,Gas Utilities,Gas Utilities,Utilities,Utilities
CTAS-MAC,CTAS,MAC,64.56361685407359,0.2689870874786503,7.2400000000000002,Diversified Commercial Services,Retail REITs,Industrials,Financials
ECL-SRCL,ECL,SRCL,64.56223748491158,0.34967300559825709,6.6799999999999997,Specialty Chemicals,Industrial Conglomerates,Materials,Industrials
AAPL-JEC,AAPL,JEC,64.5583286838758,0.15358469600840408,6.4800000000000004,Computer Hardware,Industrial Conglomerates,Information Technology,Industrials
CVS-SRCL,CVS,SRCL,64.5558345199068,0.3700995888039415,6.4000000000000004,Drug Retail,Industrial Conglomerates,Consumer Staples,Industrials
BLL-L,BLL,L,64.53893583353965,0.14522866672751678,5.8399999999999999,Metal & Glass Containers,Multi-Sector Holdings,Materials,Financials
SRCL-TWC,SRCL,TWC,64.52856572744412,0.24812127338178891,6.7199999999999998,Industrial Conglomerates,Broadcasting & Cable TV,Industrials,Consumer Discretionary
AIZ-CSC,AIZ,CSC,64.5238142339433,0.135983102776462,6.4000000000000004,Multi-line Insurance,IT Consulting & Services,Financials,Information Technology
SIAL-URBN,SIAL,URBN,64.51082730577176,0.10356054514362423,6.1600000000000001,Diversified Chemicals,Apparel Retail,Materials,Consumer Discretionary
AIZ-PCP,AIZ,PCP,64.50588995627878,0.24680890387101795,6.7599999999999998,Multi-line Insurance,Industrial Conglomerates,Financials,Industrials
AVY-SHW,AVY,SHW,64.49915517696411,0.20718585852451615,6.8799999999999999,Paper Packaging,Specialty Chemicals,Materials,Materials
PLL-TMK,PLL,TMK,64.49573472796959,0.22733207571636538,7.4000000000000004,Industrial Conglomerates,Life & Health Insurance,Industrials,Financials
DOW-HAR,DOW,HAR,64.470490312135,0.22857682527535542,6.5599999999999996,Diversified Chemicals,Consumer Electronics,Materials,Consumer Discretionary
BA-LLL,BA,LLL,64.42382946147788,0.28162154064358708,6.4000000000000004,Aerospace & Defense,Industrial Conglomerates,Industrials,Industrials
BDX-ROP,BDX,ROP,64.41842693058538,0.13737820745054261,6.7999999999999998,Health Care Equipment & Services,Industrial Conglomerates,Health Care,Industrials
FIS-VMC,FIS,VMC,64.4078239216716,0.14628165575685384,7.2800000000000002,Internet Software & Services,Construction Materials,Information Technology,Materials
BRCM-WAT,BRCM,WAT,64.40406129331946,0.15851604370623071,6.0,Semiconductors,Health Care Distributors & Services,Information Technology,Health Care
SNA-VMC,SNA,VMC,64.39424151663852,0.20130348185276051,7.2000000000000002,Household Appliances,Construction Materials,Consumer Discretionary,Materials
BF.B-WFC,BF.B,WFC,64.38147427236152,0.13563158012527896,6.3600000000000003,Distillers & Vintners,Banks,Consumer Staples,Financials
AFL-VAR,AFL,VAR,64.37361522749615,0.15632059132638232,6.2400000000000002,Life & Health Insurance,Health Care Equipment & Services,Financials,Health Care
SRCL-WAT,SRCL,WAT,64.35473665289159,0.22974541007943258,7.2000000000000002,Industrial Conglomerates,Health Care Distributors & Services,Industrials,Health Care
GWW-PM,GWW,PM,64.3398991706933,0.29437037678050704,6.8799999999999999,Industrial Materials,Tobacco,Industrials,Consumer Staples
BEN-SNA,BEN,SNA,64.32974487640065,0.17242126669125135,6.4000000000000004,Diversified Financial Services,Household Appliances,Financials,Consumer Discretionary
CTAS-TYC,CTAS,TYC,64.31609044750024,0.14024582609189701,6.04,Diversified Commercial Services,Industrial Conglomerates,Industrials,Industrials
SIAL-TMK,SIAL,TMK,64.3021507765899,0.23323777793917991,7.2800000000000002,Diversified Chemicals,Life & Health Insurance,Materials,Financials
FAST-SNA,FAST,SNA,64.29378628141978,0.24549454326075953,5.96,Building Products,Household Appliances,Industrials,Consumer Discretionary
FDX-SIAL,FDX,SIAL,64.27145696648977,0.1525042065452413,6.1200000000000001,Air Freight & Logistics,Diversified Chemicals,Industrials,Materials
NWSA-PDCO,NWSA,PDCO,64.26385582499977,0.27363591030527401,6.1200000000000001,Publishing,Health Care Supplies,Consumer Discretionary,Health Care
PPG-ROP,PPG,ROP,64.26115470624455,0.24669080587927675,6.5599999999999996,Diversified Chemicals,Industrial Conglomerates,Materials,Industrials
PLL-SRCL,PLL,SRCL,64.24789303194444,0.29521835530845664,7.2800000000000002,Industrial Conglomerates,Industrial Conglomerates,Industrials,Industrials
R-SHW,R,SHW,64.24178270210476,0.21701681144440535,6.96,Industrial Conglomerates,Specialty Chemicals,Industrials,Materials
R-SNA,R,SNA,64.23066494814748,0.27822885387210916,7.1200000000000001,Industrial Conglomerates,Household Appliances,Industrials,Consumer Discretionary
ALL-VAR,ALL,VAR,64.22223998870307,0.23382726553107477,6.2800000000000002,Property & Casualty Insurance,Health Care Equipment & Services,Financials,Health Care
AIZ-NKE,AIZ,NKE,64.22008252713842,0.15030811820123308,6.2800000000000002,Multi-line Insurance,"Apparel, Accessories & Luxury Goods",Financials,Consumer Discretionary
FITB-HCBK,FITB,HCBK,64.21448547273593,0.25601866443354693,6.1600000000000001,Banks,Banks,Financials,Financials
BXP-DTE,BXP,DTE,64.20075035680209,0.21431338106766984,6.3200000000000003,REITs,Multi-Utilities & Unregulated Power,Financials,Utilities
AIZ-BLL,AIZ,BLL,64.17582260939614,0.16838709822777781,6.4800000000000004,Multi-line Insurance,Metal & Glass Containers,Financials,Materials
CTAS-RAI,CTAS,RAI,64.16938229602611,0.30540080984841722,6.3200000000000003,Diversified Commercial Services,Tobacco,Industrials,Consumer Staples
R-TIF,R,TIF,64.16581868717657,0.22378942501865062,6.2000000000000002,Industrial Conglomerates,"Apparel, Accessories & Luxury Goods",Industrials,Consumer Discretionary
HCBK-VLO,HCBK,VLO,64.16342800003237,0.09901666626615864,5.8399999999999999,Banks,Oil & Gas Refining & Marketing & Transportation,Financials,Energy
AME-SNA,AME,SNA,64.1520733384806,0.17836202525385031,6.2800000000000002,Electrical Components and Equipment,Household Appliances,Industrials,Consumer Discretionary
ARG-JEC,ARG,JEC,64.14529950897924,0.28183453653821294,7.3600000000000003,Industrial Gases,Industrial Conglomerates,Materials,Industrials
JEC-NKE,JEC,NKE,64.14020326629371,0.22820511678537578,6.4800000000000004,Industrial Conglomerates,"Apparel, Accessories & Luxury Goods",Industrials,Consumer Discretionary
BXP-SCG,BXP,SCG,64.13062412088168,0.25024874511441492,6.5999999999999996,REITs,Multi-Utilities & Unregulated Power,Financials,Utilities
BLK-TMK,BLK,TMK,64.12885939057678,0.3282858526799477,7.1200000000000001,Diversified Financial Services,Life & Health Insurance,Financials,Financials
ARG-SIAL,ARG,SIAL,64.12441944381078,0.2604152864967213,7.4800000000000004,Industrial Gases,Diversified Chemicals,Materials,Materials
DLPH-VAR,DLPH,VAR,64.10855068343339,0.27447018194472411,6.2800000000000002,Auto Parts & Equipment,Health Care Equipment & Services,Consumer Discretionary,Health Care
PH-VMC,PH,VMC,64.10309921983118,0.090823929155098265,6.7199999999999998,Industrial Conglomerates,Construction Materials,Industrials,Materials
BF.B-SJM,BF.B,SJM,64.09063814665912,0.25044865804158872,6.7199999999999998,Distillers & Vintners,Packaged Foods & Meats,Consumer Staples,Consumer Staples
FOSL-MTB,FOSL,MTB,64.07703960825626,0.22782423588972567,6.0,"Apparel, Accessories & Luxury Goods",Banks,Consumer Discretionary,Financials
CMI-PLL,CMI,PLL,64.03892576656769,0.26771815480274136,6.96,Industrial Machinery,Industrial Conglomerates,Industrials,Industrials
ARG-MAC,ARG,MAC,64.03781164057631,0.22989145809391517,7.3200000000000003,Industrial Gases,Retail REITs,Materials,Financials
PSX-WAT,PSX,WAT,64.02481827446672,0.18043089128581735,6.7199999999999998,Oil & Gas Refining & Marketing & Transportation,Health Care Distributors & Services,Energy,Health Care
BDX-CTAS,BDX,CTAS,64.00857224886961,0.18955696685952564,6.6399999999999997,Health Care Equipment & Services,Diversified Commercial Services,Health Care,Industrials
ROP-VIAB,ROP,VIAB,63.99264762400078,0.21594606920949921,6.5599999999999996,Industrial Conglomerates,Broadcasting & Cable TV,Industrials,Consumer Discretionary
CAG-TEG,CAG,TEG,63.982569391751426,0.14365899014209085,5.7999999999999998,Packaged Foods & Meats,Gas Utilities,Consumer Staples,Utilities
ISRG-SIAL,ISRG,SIAL,63.97893869988592,0.25927272902310627,6.7199999999999998,Health Care Equipment & Services,Diversified Chemicals,Health Care,Materials
NKE-ROP,NKE,ROP,63.978211938379964,0.26863933250879973,6.5999999999999996,"Apparel, Accessories & Luxury Goods",Industrial Conglomerates,Consumer Discretionary,Industrials
TAP-WAT,TAP,WAT,63.96949129466482,0.169918717797372,6.96,Brewers,Health Care Distributors & Services,Consumer Staples,Health Care
HRS-MNST,HRS,MNST,63.967720618474935,0.17291769966543791,6.4800000000000004,Telecommunications Equipment,Soft Drinks,Information Technology,Consumer Staples
AME-VMC,AME,VMC,63.956387320354246,0.1638475556580388,7.04,Electrical Components and Equipment,Construction Materials,Industrials,Materials
PPG-WAT,PPG,WAT,63.9441857493241,0.26554151197219378,7.6399999999999997,Diversified Chemicals,Health Care Distributors & Services,Materials,Health Care
BRCM-SRCL,BRCM,SRCL,63.93932134377099,0.22142617985523014,5.7999999999999998,Semiconductors,Industrial Conglomerates,Information Technology,Industrials
GWW-VMC,GWW,VMC,63.93588512333508,0.18062808121591636,6.9199999999999999,Industrial Materials,Construction Materials,Industrials,Materials
AIZ-SIAL,AIZ,SIAL,63.91240483231877,0.18287939590441671,6.4400000000000004,Multi-line Insurance,Diversified Chemicals,Financials,Materials
CTAS-TAP,CTAS,TAP,63.88584592281854,0.23219414383058157,7.7599999999999998,Diversified Commercial Services,Brewers,Industrials,Consumer Staples
GE-MAC,GE,MAC,63.86866665869546,0.18443982419126845,6.2400000000000002,Industrial Conglomerates,Retail REITs,Industrials,Financials
LSI-UNH,LSI,UNH,63.84918688350222,0.20386257019263587,5.8799999999999999,Semiconductors,Managed Health Care,Information Technology,Health Care
FDX-SHW,FDX,SHW,63.83254238874706,0.17765655540887235,6.8799999999999999,Air Freight & Logistics,Specialty Chemicals,Industrials,Materials
FIS-GWW,FIS,GWW,63.82734204456524,0.19917415362525898,6.96,Internet Software & Services,Industrial Materials,Information Technology,Industrials
BF.B-JEC,BF.B,JEC,63.81275739540367,0.24353360165271659,6.4400000000000004,Distillers & Vintners,Industrial Conglomerates,Consumer Staples,Industrials
ABC-ROP,ABC,ROP,63.807696843547745,0.15008087564350972,6.2400000000000002,Health Care Distribution & Services,Industrial Conglomerates,Health Care,Industrials
ARG-EFX,ARG,EFX,63.80174877577618,0.30776673161076995,7.3600000000000003,Industrial Gases,Diversified Financial Services,Materials,Financials
EXPD-R,EXPD,R,63.793612861535294,0.27135474387762765,5.7199999999999998,Air Freight & Logistics,Industrial Conglomerates,Industrials,Industrials
AIZ-COV,AIZ,COV,63.76860978260661,0.21851287745038012,6.4400000000000004,Multi-line Insurance,Health Care Equipment & Services,Financials,Health Care
ARG-BF.B,ARG,BF.B,63.74988775132711,0.22669545177709036,7.4000000000000004,Industrial Gases,Distillers & Vintners,Materials,Consumer Staples
PH-SNA,PH,SNA,63.73566516936687,0.2419081372490382,7.0800000000000001,Industrial Conglomerates,Household Appliances,Industrials,Consumer Discretionary
TE-TEG,TE,TEG,63.73175099136446,0.2764525238591356,7.7599999999999998,Multi-Utilities & Unregulated Power,Gas Utilities,Utilities,Utilities
EFX-SHW,EFX,SHW,63.73158268556147,0.29263117755206192,7.2800000000000002,Diversified Financial Services,Specialty Chemicals,Financials,Materials
ECL-GWW,ECL,GWW,63.731291724088145,0.28385764540115743,6.8799999999999999,Specialty Chemicals,Industrial Materials,Materials,Industrials
DIS-VMC,DIS,VMC,63.728135834628056,0.16670691628259701,6.1600000000000001,Broadcasting & Cable TV,Construction Materials,Consumer Discretionary,Materials
ABC-PPG,ABC,PPG,63.71877986166154,0.17936343903226765,6.1200000000000001,Health Care Distribution & Services,Diversified Chemicals,Health Care,Materials
CTAS-KSU,CTAS,KSU,63.717510786918716,0.22187026853981048,6.4800000000000004,Diversified Commercial Services,Railroads,Industrials,Industrials
IFF-SHW,IFF,SHW,63.710645773826755,0.21918678108559192,7.5199999999999996,Specialty Chemicals,Specialty Chemicals,Materials,Materials
FLR-VMC,FLR,VMC,63.68595697709663,0.17235284512578047,6.5999999999999996,Diversified Commercial Services,Construction Materials,Industrials,Materials
BXP-CINF,BXP,CINF,63.67879688124426,0.15743441251614348,6.8399999999999999,REITs,Property & Casualty Insurance,Financials,Financials
CTAS-VAR,CTAS,VAR,63.67022697866304,0.24802364503409857,6.6399999999999997,Diversified Commercial Services,Health Care Equipment & Services,Industrials,Health Care
AIZ-EBAY,AIZ,EBAY,63.66264341874926,0.17899682440740769,6.0800000000000001,Multi-line Insurance,Internet Software & Services,Financials,Information Technology
GWW-NOC,GWW,NOC,63.65910618567406,0.20749620870381785,7.0,Industrial Materials,Aerospace & Defense,Industrials,Industrials
DRI-ROP,DRI,ROP,63.63666282800817,0.25855478619361433,6.2000000000000002,Restaurants,Industrial Conglomerates,Consumer Discretionary,Industrials
COL-SJM,COL,SJM,63.62657817715932,0.26125054116412694,6.96,Industrial Conglomerates,Packaged Foods & Meats,Industrials,Consumer Staples
R-VAR,R,VAR,63.59329070105081,0.24022723842934865,6.8799999999999999,Industrial Conglomerates,Health Care Equipment & Services,Industrials,Health Care
IP-TMK,IP,TMK,63.57842725413574,0.29362474528020721,6.5599999999999996,Paper Products,Life & Health Insurance,Materials,Financials
ECL-ROP,ECL,ROP,63.56223340683228,0.29854773579901206,6.5999999999999996,Specialty Chemicals,Industrial Conglomerates,Materials,Industrials
PCLN-VMC,PCLN,VMC,63.559644509391745,0.13255893333900848,6.0,"Hotels, Resorts & Cruise Lines",Construction Materials,Consumer Discretionary,Materials
ROP-TMO,ROP,TMO,63.55420550275131,0.16566656390860363,6.2400000000000002,Industrial Conglomerates,Health Care Equipment & Services,Industrials,Health Care
AVB-BXP,AVB,BXP,63.54460248086683,0.31943584991868923,6.8399999999999999,REITs,REITs,Financials,Financials
BBBY-SIAL,BBBY,SIAL,63.54198824556665,0.22228714359523288,6.9199999999999999,Specialty Stores,Diversified Chemicals,Consumer Discretionary,Materials
HAS-TMK,HAS,TMK,63.53907976925022,0.26843769595109257,7.0,Leisure Products,Life & Health Insurance,Consumer Discretionary,Financials
NSC-TMK,NSC,TMK,63.531927365024615,0.22883961877576947,7.0800000000000001,Railroads,Life & Health Insurance,Industrials,Financials
COF-TEG,COF,TEG,63.517702116878816,0.29279291947169128,6.2800000000000002,Consumer Finance,Gas Utilities,Financials,Utilities
AIZ-HAS,AIZ,HAS,63.46650411831395,0.17186951544710671,6.6399999999999997,Multi-line Insurance,Leisure Products,Financials,Consumer Discretionary
SHW-VAR,SHW,VAR,63.436961601146535,0.17025069586563457,6.6399999999999997,Specialty Chemicals,Health Care Equipment & Services,Materials,Health Care
AIZ-ECL,AIZ,ECL,63.43476987025399,0.19693644904654001,6.3600000000000003,Multi-line Insurance,Specialty Chemicals,Financials,Materials
AIZ-NWL,AIZ,NWL,63.42324919461215,0.26042628393211925,6.4000000000000004,Multi-line Insurance,Housewares & Specialties,Financials,Consumer Discretionary
MSI-TMK,MSI,TMK,63.42324343628358,0.20416459447193142,6.4400000000000004,Telecommunications Equipment,Life & Health Insurance,Information Technology,Financials
RAI-SRCL,RAI,SRCL,63.42163550675532,0.27771829438291834,5.7599999999999998,Tobacco,Industrial Conglomerates,Consumer Staples,Industrials
SNI-VMC,SNI,VMC,63.4182140081742,0.19428611145289165,7.2000000000000002,Broadcasting & Cable TV,Construction Materials,Consumer Discretionary,Materials
AFL-PPG,AFL,PPG,63.39820825979705,0.1212775843392894,6.2000000000000002,Life & Health Insurance,Diversified Chemicals,Financials,Materials
PEP-SRCL,PEP,SRCL,63.38158424963421,0.28343690388010756,6.7199999999999998,Soft Drinks,Industrial Conglomerates,Consumer Staples,Industrials
LB-SNA,LB,SNA,63.36947000974297,0.29911359123804243,5.8799999999999999,Apparel Retail,Household Appliances,Consumer Discretionary,Consumer Discretionary
HRL-JEC,HRL,JEC,63.35398730700213,0.17278307299003179,6.2800000000000002,Packaged Foods & Meats,Industrial Conglomerates,Consumer Staples,Industrials
ISRG-MWV,ISRG,MWV,63.3483531668288,0.24575722402519909,6.4800000000000004,Health Care Equipment & Services,Paper Packaging,Health Care,Materials
MTB-PNC,MTB,PNC,63.34432455394603,0.19899986223770419,6.3200000000000003,Banks,Banks,Financials,Financials
ETN-VMC,ETN,VMC,63.33909544458929,0.18167870945287018,6.3200000000000003,Industrial Conglomerates,Construction Materials,Industrials,Materials
CSC-SHW,CSC,SHW,63.32041276326281,0.17565875183047866,7.4000000000000004,IT Consulting & Services,Specialty Chemicals,Information Technology,Materials
IRM-JWN,IRM,JWN,63.31830157103141,0.22682178701597991,6.6799999999999997,Data Processing Services,Department Stores,Industrials,Consumer Discretionary
HRL-VMC,HRL,VMC,63.31404881593338,0.19434710319596035,7.2000000000000002,Packaged Foods & Meats,Construction Materials,Consumer Staples,Materials
ARG-WAT,ARG,WAT,63.296020704068724,0.21659388902292501,7.3600000000000003,Industrial Gases,Health Care Distributors & Services,Materials,Health Care
ARG-TMK,ARG,TMK,63.2875456690316,0.30074739427723124,6.6399999999999997,Industrial Gases,Life & Health Insurance,Materials,Financials
R-WHR,R,WHR,63.285774044206875,0.19592019459532614,7.1600000000000001,Industrial Conglomerates,Household Appliances,Industrials,Consumer Discretionary
BDX-PCP,BDX,PCP,63.25611301197768,0.32159032407764526,6.7999999999999998,Health Care Equipment & Services,Industrial Conglomerates,Health Care,Industrials
AFL-ROP,AFL,ROP,63.23730923529776,0.26320857220518684,6.5999999999999996,Life & Health Insurance,Industrial Conglomerates,Financials,Industrials
ARG-PG,ARG,PG,63.221540111154326,0.21136340423763236,6.1600000000000001,Industrial Gases,Personal Products,Materials,Consumer Staples
LH-VMC,LH,VMC,63.2161790245251,0.17663216426601422,6.04,Health Care Facilities,Construction Materials,Health Care,Materials
AIZ-DNB,AIZ,DNB,63.21450990570431,0.30951053163057851,6.6799999999999997,Multi-line Insurance,Data Processing Services,Financials,Industrials
MTB-SIAL,MTB,SIAL,63.20491188769342,0.18228295730526115,6.3200000000000003,Banks,Diversified Chemicals,Financials,Materials
NWL-VRTX,NWL,VRTX,63.20145407843691,0.17971957809085276,5.8799999999999999,Housewares & Specialties,Biotechnology,Consumer Discretionary,Health Care
BF.B-VAR,BF.B,VAR,63.19573551852772,0.23024559073431031,6.7199999999999998,Distillers & Vintners,Health Care Equipment & Services,Consumer Staples,Health Care
HSY-SIAL,HSY,SIAL,63.18659199670657,0.2600787685396822,7.04,Packaged Foods & Meats,Diversified Chemicals,Consumer Staples,Materials
JPM-NTRS,JPM,NTRS,63.182228011649194,0.19683650676645834,5.7599999999999998,Banks,Diversified Financial Services,Financials,Financials
CTAS-NOC,CTAS,NOC,63.17446675197831,0.23272872139306083,6.5999999999999996,Diversified Commercial Services,Aerospace & Defense,Industrials,Industrials
ARG-JWN,ARG,JWN,63.17098577526506,0.23052897018507346,6.5199999999999996,Industrial Gases,Department Stores,Materials,Consumer Discretionary
JEC-PLL,JEC,PLL,63.1651303717222,0.22252146994435815,7.3200000000000003,Industrial Conglomerates,Industrial Conglomerates,Industrials,Industrials
PNW-TMK,PNW,TMK,63.15572012582999,0.2483883863132493,6.4400000000000004,Multi-Utilities & Unregulated Power,Life & Health Insurance,Utilities,Financials
