symbol,symbol_1,symbol_2,ranking_stat,avg_adf,avg_freq,volume,industry_1,industry_2,sector_1,sector_2
DOV-VMC,DOV,VMC,60.4826218312749,0.17039572610971196,6.04,414910.0,Industrial Machinery,Construction Materials,Industrials,Materials
HAR-HAS,HAR,HAS,60.458159607247794,0.21892110569966886,6.1600000000000001,345226.0,Consumer Electronics,Leisure Products,Consumer Discretionary,Consumer Discretionary
ARG-NI,ARG,NI,60.449520316688805,0.27057964019266878,6.3200000000000003,143916.0,Industrial Gases,Multi-Utilities & Unregulated Power,Materials,Utilities
HRS-QEP,HRS,QEP,60.4472762544071,0.19587749771200144,6.1200000000000001,185985.0,Telecommunications Equipment,Oil & Gas Exploration & Production,Information Technology,Energy
AIZ-HD,AIZ,HD,60.43628823802209,0.26310512129722768,6.04,212123.0,Multi-line Insurance,Home Improvement Retail,Financials,Consumer Discretionary
HRS-PCLN,HRS,PCLN,60.43608918071124,0.16399186365007876,6.4400000000000004,185985.0,Telecommunications Equipment,"Hotels, Resorts & Cruise Lines",Information Technology,Consumer Discretionary
CTAS-LUV,CTAS,LUV,60.430149106696405,0.17776793380456118,6.2800000000000002,288647.0,Diversified Commercial Services,Airlines,Industrials,Industrials
BLK-SRCL,BLK,SRCL,60.396765514328635,0.28310296094120763,7.2800000000000002,177809.0,Diversified Financial Services,Industrial Conglomerates,Financials,Industrials
AZO-CHRW,AZO,CHRW,60.39559791547455,0.24080629649037352,6.2000000000000002,90678.0,Specialty Stores,Air Freight & Logistics,Consumer Discretionary,Industrials
SCG-SPG,SCG,SPG,60.380866257580664,0.24154943213292221,6.5599999999999996,247123.0,Multi-Utilities & Unregulated Power,REITs,Utilities,Financials
SIAL-SJM,SIAL,SJM,60.37912738693581,0.2693283839047349,6.3600000000000003,249591.0,Diversified Chemicals,Packaged Foods & Meats,Materials,Consumer Staples
ARG-ISRG,ARG,ISRG,60.37535379822368,0.31169077004894047,6.5599999999999996,82499.0,Industrial Gases,Health Care Equipment & Services,Materials,Health Care
GAS-TGT,GAS,TGT,60.366659115477724,0.24739175541590785,5.7599999999999998,317707.0,Gas Utilities,General Merchandise Stores,Utilities,Consumer Discretionary
HON-VMC,HON,VMC,60.349660533471535,0.19925650156520006,6.6799999999999997,414910.0,Industrial Conglomerates,Construction Materials,Industrials,Materials
FIS-NTRS,FIS,NTRS,60.34044562797086,0.19708072833839566,5.4400000000000004,490379.0,Internet Software & Services,Diversified Financial Services,Information Technology,Financials
DPS-HRL,DPS,HRL,60.33655723822412,0.18963339561800713,5.8799999999999999,192258.0,Soft Drinks,Packaged Foods & Meats,Consumer Staples,Consumer Staples
HRS-SNDK,HRS,SNDK,60.3293089792464,0.14891814706422829,6.0800000000000001,185985.0,Telecommunications Equipment,Computer Storage & Peripherals,Information Technology,Information Technology
ISRG-TEG,ISRG,TEG,60.32310470571128,0.28633688602870166,6.1200000000000001,82499.0,Health Care Equipment & Services,Gas Utilities,Health Care,Utilities
HOT-SIAL,HOT,SIAL,60.32254061579504,0.14110963979524116,6.3200000000000003,249591.0,"Hotels, Resorts & Cruise Lines",Diversified Chemicals,Consumer Discretionary,Materials
FLS-ROP,FLS,ROP,60.321992777663844,0.22752347439215373,6.1200000000000001,143471.0,Industrial Machinery,Industrial Conglomerates,Industrials,Industrials
AME-CF,AME,CF,60.32195070659215,0.22890192627614434,6.7199999999999998,234171.0,Electrical Components and Equipment,Fertilizers & Agricultural Chemicals,Industrials,Materials
CTAS-HUM,CTAS,HUM,60.314238898032436,0.26377120088304701,5.96,288647.0,Diversified Commercial Services,Managed Health Care,Industrials,Health Care
RL-VMC,RL,VMC,60.308421629425986,0.13574376454957907,6.6799999999999997,378132.0,"Apparel, Accessories & Luxury Goods",Construction Materials,Consumer Discretionary,Materials
CTAS-DIS,CTAS,DIS,60.30373692682186,0.30078104737420486,6.4800000000000004,288647.0,Diversified Commercial Services,Broadcasting & Cable TV,Industrials,Consumer Discretionary
ECL-IFF,ECL,IFF,60.30225246966158,0.23764608251882216,6.7199999999999998,164880.0,Specialty Chemicals,Specialty Chemicals,Materials,Materials
L-WAT,L,WAT,60.296508158346654,0.18711723307528313,5.6399999999999997,171164.0,Multi-Sector Holdings,Health Care Distributors & Services,Financials,Health Care
AON-NWL,AON,NWL,60.294944786957885,0.23667678996284136,5.7199999999999998,534983.0,Insurance Brokers,Housewares & Specialties,Financials,Consumer Discretionary
ETN-IFF,ETN,IFF,60.294418012165984,0.20068876453231399,5.9199999999999999,164880.0,Industrial Conglomerates,Specialty Chemicals,Industrials,Materials
ALL-WAT,ALL,WAT,60.29288295501697,0.21801026967545975,6.2400000000000002,171164.0,Property & Casualty Insurance,Health Care Distributors & Services,Financials,Health Care
AIZ-MCO,AIZ,MCO,60.29134404929718,0.21984772216094009,6.2000000000000002,212123.0,Multi-line Insurance,Diversified Financial Services,Financials,Financials
AET-VAR,AET,VAR,60.274537119733694,0.24611678291314157,5.4800000000000004,214599.0,Managed Health Care,Health Care Equipment & Services,Health Care,Health Care
JEC-PSX,JEC,PSX,60.248750286911196,0.2622154325076802,5.7999999999999998,302781.0,Industrial Conglomerates,Oil & Gas Refining & Marketing & Transportation,Industrials,Energy
LLL-SIAL,LLL,SIAL,60.239691405048966,0.2713668371277741,7.7199999999999998,249591.0,Industrial Conglomerates,Diversified Chemicals,Industrials,Materials
SRCL-WFC,SRCL,WFC,60.23368860243428,0.18575836031778784,6.1600000000000001,177809.0,Industrial Conglomerates,Banks,Industrials,Financials
CTAS-PX,CTAS,PX,60.23269442591199,0.2656103727182596,6.2400000000000002,288647.0,Diversified Commercial Services,Industrial Gases,Industrials,Materials
SRCL-SYK,SRCL,SYK,60.22746916715522,0.37654619008797285,6.7599999999999998,177809.0,Industrial Conglomerates,Health Care Equipment & Services,Industrials,Health Care
DTE-TEG,DTE,TEG,60.22315364778281,0.23968843276909108,7.0,160270.0,Multi-Utilities & Unregulated Power,Gas Utilities,Utilities,Utilities
GE-VMC,GE,VMC,60.20635199344233,0.18239715337209297,6.4400000000000004,414910.0,Industrial Conglomerates,Construction Materials,Industrials,Materials
IFF-PNC,IFF,PNC,60.20063578091965,0.19396891571006442,5.5599999999999996,164880.0,Specialty Chemicals,Banks,Materials,Financials
IFF-LSI,IFF,LSI,60.19818498527092,0.28918230947332657,6.9199999999999999,164880.0,Specialty Chemicals,Semiconductors,Materials,Information Technology
GPS-ROP,GPS,ROP,60.19355585189077,0.16570145140053896,6.2800000000000002,143471.0,Apparel Retail,Industrial Conglomerates,Consumer Discretionary,Industrials
DNB-GWW,DNB,GWW,60.19149624122822,0.2514334761517209,6.2400000000000002,180537.0,Data Processing Services,Industrial Materials,Industrials,Industrials
PPG-TMK,PPG,TMK,60.19040719682289,0.27419773513530177,7.3200000000000003,153397.0,Diversified Chemicals,Life & Health Insurance,Materials,Financials
CTAS-JEC,CTAS,JEC,60.189079925059275,0.19538207344895497,6.2000000000000002,288647.0,Diversified Commercial Services,Industrial Conglomerates,Industrials,Industrials
BDX-GWW,BDX,GWW,60.167986149325486,0.29428138015310962,6.0800000000000001,180537.0,Health Care Equipment & Services,Industrial Materials,Health Care,Industrials
EFX-HRS,EFX,HRS,60.16716037590974,0.30671689072325758,6.5599999999999996,185985.0,Diversified Financial Services,Telecommunications Equipment,Financials,Information Technology
COF-SIAL,COF,SIAL,60.1588622418591,0.22370429643509815,6.2400000000000002,249591.0,Consumer Finance,Diversified Chemicals,Financials,Materials
CINF-SJM,CINF,SJM,60.15482936337035,0.21983696573628753,6.7599999999999998,193686.0,Property & Casualty Insurance,Packaged Foods & Meats,Financials,Consumer Staples
CBS-VMC,CBS,VMC,60.15140007833455,0.13196059440824309,6.8799999999999999,414910.0,Broadcasting & Cable TV,Construction Materials,Consumer Discretionary,Materials
DLPH-GWW,DLPH,GWW,60.15083715129617,0.21966604113256491,6.2800000000000002,180537.0,Auto Parts & Equipment,Industrial Materials,Consumer Discretionary,Industrials
ARG-PRGO,ARG,PRGO,60.1403481472185,0.20300095028039319,5.8399999999999999,143916.0,Industrial Gases,Pharmaceuticals,Materials,Health Care
SIAL-TRV,SIAL,TRV,60.138660313906826,0.24833061554025926,6.3600000000000003,249591.0,Diversified Chemicals,Property & Casualty Insurance,Materials,Financials
SIAL-SLM,SIAL,SLM,60.137020662131306,0.11103535979844377,5.5199999999999996,249591.0,Diversified Chemicals,Diversified Financial Services,Materials,Financials
PCP-TEG,PCP,TEG,60.1365561690416,0.28042465782954062,6.8399999999999999,160270.0,Industrial Conglomerates,Gas Utilities,Industrials,Utilities
COL-XRAY,COL,XRAY,60.13471134943399,0.2639843711149592,6.7199999999999998,226503.0,Industrial Conglomerates,Health Care Supplies,Industrials,Health Care
LLTC-R,LLTC,R,60.13082522795932,0.19809412372393637,5.7199999999999998,190686.0,Semiconductors,Industrial Conglomerates,Information Technology,Industrials
GAS-ROP,GAS,ROP,60.12351369973231,0.1776643793598936,6.7599999999999998,143471.0,Gas Utilities,Industrial Conglomerates,Utilities,Industrials
EBAY-ROP,EBAY,ROP,60.11904357783077,0.15356583453936731,6.2400000000000002,143471.0,Internet Software & Services,Industrial Conglomerates,Information Technology,Industrials
BCR-HOG,BCR,HOG,60.1163473670821,0.15665202282849666,6.8399999999999999,299474.0,Health Care Equipment & Services,Motorcycle Manufacturers,Health Care,Consumer Discretionary
DOV-MMC,DOV,MMC,60.105766854767786,0.20493245423311968,5.4800000000000004,533856.0,Industrial Machinery,Insurance Brokers,Industrials,Financials
BIIB-VRTX,BIIB,VRTX,60.100405976847775,0.18643125437959565,5.8399999999999999,769615.0,Biotechnology,Biotechnology,Health Care,Health Care
EFX-WAT,EFX,WAT,60.096359009593996,0.28034251116692771,7.4400000000000004,171164.0,Diversified Financial Services,Health Care Distributors & Services,Financials,Health Care
PM-SRCL,PM,SRCL,60.072046653943794,0.28280058283168441,6.2400000000000002,177809.0,Tobacco,Industrial Conglomerates,Consumer Staples,Industrials
MKC-ROP,MKC,ROP,60.06900196233275,0.17573138617539527,6.7199999999999998,143471.0,Packaged Foods & Meats,Industrial Conglomerates,Consumer Staples,Industrials
COL-PRGO,COL,PRGO,60.06676360555808,0.25101644482031349,5.96,226503.0,Industrial Conglomerates,Pharmaceuticals,Industrials,Health Care
CMG-DD,CMG,DD,60.04902351771297,0.22126990710923533,5.7199999999999998,124536.0,Restaurants,Diversified Chemicals,Consumer Discretionary,Materials
VNO-ZTS,VNO,ZTS,60.04468723226316,0.29919148284790437,5.5999999999999996,451495.0,REITs,Pharmaceuticals,Financials,Health Care
MMC-TMK,MMC,TMK,60.04239709843916,0.25387498801263236,6.2800000000000002,153397.0,Insurance Brokers,Life & Health Insurance,Financials,Financials
CMG-EBAY,CMG,EBAY,60.042252783212604,0.1930742876631972,6.04,124536.0,Restaurants,Internet Software & Services,Consumer Discretionary,Information Technology
HRL-TGT,HRL,TGT,60.037622256601765,0.17204616964082675,5.5999999999999996,192258.0,Packaged Foods & Meats,General Merchandise Stores,Consumer Staples,Consumer Discretionary
GAS-SRCL,GAS,SRCL,60.03702809327034,0.33384473752033567,6.0800000000000001,177809.0,Gas Utilities,Industrial Conglomerates,Utilities,Industrials
EFX-MCK,EFX,MCK,60.028758007532254,0.17719549295394291,6.2400000000000002,204041.0,Diversified Financial Services,Health Care Distributors & Services,Financials,Health Care
F-ROP,F,ROP,60.02530397188498,0.23301681855097256,6.1600000000000001,143471.0,Automobile Manufacturers,Industrial Conglomerates,Consumer Discretionary,Industrials
NTRS-XRAY,NTRS,XRAY,60.02468158267139,0.20920066673081242,5.9199999999999999,375311.0,Diversified Financial Services,Health Care Supplies,Financials,Health Care
AFL-ARG,AFL,ARG,60.02135180734969,0.23813053845089105,6.2000000000000002,143916.0,Life & Health Insurance,Industrial Gases,Financials,Materials
AON-SIAL,AON,SIAL,60.00981181881761,0.26390088706146719,5.7599999999999998,249591.0,Insurance Brokers,Diversified Chemicals,Financials,Materials
AIZ-EFX,AIZ,EFX,60.006477874629326,0.22455640876065897,6.3200000000000003,204041.0,Multi-line Insurance,Diversified Financial Services,Financials,Financials
ORLY-R,ORLY,R,59.99324319505103,0.19027564575637773,6.7199999999999998,190686.0,Specialty Stores,Industrial Conglomerates,Consumer Discretionary,Industrials
CMI-SHW,CMI,SHW,59.98372818038929,0.29360199281268629,6.8399999999999999,209423.0,Industrial Machinery,Specialty Chemicals,Industrials,Materials
CMG-JEC,CMG,JEC,59.976176379066864,0.21210733273141916,5.7199999999999998,124536.0,Restaurants,Industrial Conglomerates,Consumer Discretionary,Industrials
EMN-ROP,EMN,ROP,59.96355689657344,0.27634180802342123,6.3200000000000003,143471.0,Diversified Chemicals,Industrial Conglomerates,Materials,Industrials
ADI-AIZ,ADI,AIZ,59.96351036321676,0.19910420194619491,4.9199999999999999,212123.0,Semiconductors,Multi-line Insurance,Information Technology,Financials
AON-NTRS,AON,NTRS,59.95060155176312,0.22471074189670046,5.7199999999999998,534983.0,Insurance Brokers,Diversified Financial Services,Financials,Financials
LSI-VAR,LSI,VAR,59.9469958107998,0.23880215365947388,6.6799999999999997,214599.0,Semiconductors,Health Care Equipment & Services,Information Technology,Health Care
ATI-HRS,ATI,HRS,59.94561420678101,0.24155947547409101,5.5999999999999996,185985.0,Diversified Metals & Mining,Telecommunications Equipment,Materials,Information Technology
PPG-PRGO,PPG,PRGO,59.94539414682761,0.15485050173444889,6.2800000000000002,318643.0,Diversified Chemicals,Pharmaceuticals,Materials,Health Care
R-VMC,R,VMC,59.944967316678735,0.19893067177630691,6.4800000000000004,190686.0,Industrial Conglomerates,Construction Materials,Industrials,Materials
SHW-TGT,SHW,TGT,59.93920139528867,0.21146229888971146,6.4000000000000004,209423.0,Specialty Chemicals,General Merchandise Stores,Materials,Consumer Discretionary
AXP-SHW,AXP,SHW,59.92245001068646,0.22133900762350942,6.5599999999999996,209423.0,Consumer Finance,Specialty Chemicals,Financials,Materials
PNR-VMC,PNR,VMC,59.92196544334287,0.14755183329586269,6.6799999999999997,414910.0,Industrial Conglomerates,Construction Materials,Industrials,Materials
GWW-PEP,GWW,PEP,59.90137545104001,0.30394470391701267,6.3600000000000003,180537.0,Industrial Materials,Soft Drinks,Industrials,Consumer Staples
HUM-SRCL,HUM,SRCL,59.89884431391234,0.27572429002982757,5.8799999999999999,177809.0,Managed Health Care,Industrial Conglomerates,Health Care,Industrials
AZO-BLL,AZO,BLL,59.89357566283879,0.23594489759975001,6.3600000000000003,90678.0,Specialty Stores,Metal & Glass Containers,Consumer Discretionary,Materials
LLL-SJM,LLL,SJM,59.89287909242287,0.25156999301549421,6.3600000000000003,252295.0,Industrial Conglomerates,Packaged Foods & Meats,Industrials,Consumer Staples
LLTC-TMK,LLTC,TMK,59.88635653207407,0.29857288085303768,6.0,153397.0,Semiconductors,Life & Health Insurance,Information Technology,Financials
CTAS-XYL,CTAS,XYL,59.8803439362544,0.24168928220822136,6.4800000000000004,288647.0,Diversified Commercial Services,Industrial Conglomerates,Industrials,Industrials
AIZ-VMC,AIZ,VMC,59.85572888386471,0.13237860188886566,6.3600000000000003,212123.0,Multi-line Insurance,Construction Materials,Financials,Materials
PG-VAR,PG,VAR,59.84112393204798,0.23621410734449205,6.2800000000000002,214599.0,Personal Products,Health Care Equipment & Services,Consumer Staples,Health Care
AZO-SHW,AZO,SHW,59.8394708672505,0.23004386955838851,7.3200000000000003,90678.0,Specialty Stores,Specialty Chemicals,Consumer Discretionary,Materials
CB-LSI,CB,LSI,59.8390943760794,0.28827912902958114,7.8399999999999999,581583.0,Property & Casualty Insurance,Semiconductors,Financials,Information Technology
ORLY-PPG,ORLY,PPG,59.83713507247638,0.19974858382800709,6.3600000000000003,282365.0,Specialty Stores,Diversified Chemicals,Consumer Discretionary,Materials
EXPE-SHW,EXPE,SHW,59.83049159348861,0.21032819054660851,6.4400000000000004,209423.0,"Hotels, Resorts & Cruise Lines",Specialty Chemicals,Consumer Discretionary,Materials
GWW-STZ,GWW,STZ,59.82527563955091,0.27383164389684012,6.3600000000000003,180537.0,Industrial Materials,Distillers & Vintners,Industrials,Consumer Staples
AIZ-PKI,AIZ,PKI,59.816519962878345,0.16913159499139852,5.6399999999999997,212123.0,Multi-line Insurance,Health Care Equipment & Services,Financials,Health Care
GAS-NWL,GAS,NWL,59.81437097465814,0.18334301421111024,5.96,317707.0,Gas Utilities,Housewares & Specialties,Utilities,Consumer Discretionary
L-SHW,L,SHW,59.81223417349596,0.25506632847391553,6.2800000000000002,209423.0,Multi-Sector Holdings,Specialty Chemicals,Financials,Materials
BF.B-SRE,BF.B,SRE,59.812093020315835,0.1866016422424297,6.4000000000000004,222375.0,Distillers & Vintners,Multi-Utilities & Unregulated Power,Consumer Staples,Utilities
SWK-VMC,SWK,VMC,59.80508712765719,0.17151936538597717,6.5599999999999996,414910.0,Household Appliances,Construction Materials,Consumer Discretionary,Materials
CINF-EXPD,CINF,EXPD,59.80493937511348,0.20637315984188509,5.6399999999999997,193686.0,Property & Casualty Insurance,Air Freight & Logistics,Financials,Industrials
AIZ-AME,AIZ,AME,59.79511181456953,0.18280588507089252,6.0800000000000001,212123.0,Multi-line Insurance,Electrical Components and Equipment,Financials,Industrials
